SOURCE_FIELD_NAME,OSCAL_MODEL,OSCAL_ELEMENT_PATH,MAPPING_TYPE,NOTES,EXECUTION_STATUS,TRANSFORM_ID,RUNTIME_TARGET_PATH,RULE_ID,SOURCE_KEY,ALLOWED_VALUES,VALUE_MAP,OTHER_REMARKS_TEMPLATE,ROLE_ID,ROLE_TITLE,REFERENCE_TYPE,LOOKUP_KEY,DESCRIPTION_REQUIRED,ORIGINAL_ROW_ID,SOURCE_DOCUMENT,SOURCE_LINE,ORIGINAL_EXCEL_ROW,EXECUTION_NOTE,VALUE_SOURCE,VALUE_REQUIRED,NULL_POLICY
AVG_VULNERABILITY_REPORTING_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:AVG_VULNERABILITY_REPORTING_SCORE,source-one,,,,,,,,,116,Mapping/ASSESSMENT_RESULTS.md,35,58,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
AVG_SECURITY_COMPLIANCE_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar44:AVG_SECURITY_COMPLIANCE_SCORE,source-one,,,,,,,,,117,Mapping/ASSESSMENT_RESULTS.md,36,59,Owner-approved 2026-09-21 after Source One review confirmed one scalar value; numeric zero is valid. Map as one Assessment Results observation.,,,
TOTAL_PACKAGE_INHERENT_RISK,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar44:TOTAL_PACKAGE_INHERENT_RISK,source-one,,,,,,,,,118,Mapping/ASSESSMENT_RESULTS.md,37,74,Owner-approved 2026-09-21 after Source One review confirmed one scalar value. Original observation/property alternative resolved to observations[].,,,
TOTAL_PACKAGE_RESIDUAL_RISK,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar30:TOTAL_PACKAGE_RESIDUAL_RISK,source-one,,,,,,,,,119,Mapping/ASSESSMENT_RESULTS.md,38,75,Owner-approved 2026-09-11: one observation per source field with a named inline scalar property. Shared-engine extension; live acceptance pending. Original target alternatives: assessment-results.results[].observations[] or props[].,,,
ADJUSTED_TOTAL_RISK_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar30:ADJUSTED_TOTAL_RISK_SCORE,source-one,,,,,,,,,120,Mapping/ASSESSMENT_RESULTS.md,39,98,Owner-approved 2026-09-11: one observation per source field with a named inline scalar property. Shared-engine extension; live acceptance pending. Original target alternatives: assessment-results.results[].observations[] or props[].,,,
ADJUSTED_AVERAGE_RISK_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar30:ADJUSTED_AVERAGE_RISK_SCORE,source-one,,,,,,,,,121,Mapping/ASSESSMENT_RESULTS.md,40,99,Owner-approved 2026-09-11: one observation per source field with a named inline scalar property. Shared-engine extension; live acceptance pending. Original target alternatives: assessment-results.results[].observations[] or props[].,,,
CURRENT_HIGHEST_DEVICE_RISK_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar30:CURRENT_HIGHEST_DEVICE_RISK_SCORE,source-one,,,,,,,,,122,Mapping/ASSESSMENT_RESULTS.md,41,134,Owner-approved 2026-09-11: one observation per source field with a named inline scalar property. Shared-engine extension; live acceptance pending. Original target alternatives: assessment-results.results[].observations[] or props[].,,,
CURRENT_AVERAGE_DEVICE_RISK_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar30:CURRENT_AVERAGE_DEVICE_RISK_SCORE,source-one,,,,,,,,,123,Mapping/ASSESSMENT_RESULTS.md,42,135,Owner-approved 2026-09-11: one observation per source field with a named inline scalar property. Shared-engine extension; live acceptance pending. Original target alternatives: assessment-results.results[].observations[] or props[].,,,
CURRENT_CONTROL_RISK_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar30:CURRENT_CONTROL_RISK_SCORE,source-one,,,,,,,,,124,Mapping/ASSESSMENT_RESULTS.md,43,136,Owner-approved 2026-09-11: one observation per source field with a named inline scalar property. Shared-engine extension; live acceptance pending. Original target alternatives: assessment-results.results[].observations[] or props[].,,,
PCT_CURRENT_HIGHEST_DEVICE_RISK_THRESHOLD,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar30:PCT_CURRENT_HIGHEST_DEVICE_RISK_THRESHOLD,source-one,,,,,,,,,125,Mapping/ASSESSMENT_RESULTS.md,44,141,Owner-approved 2026-09-11: one observation per source field with a named inline scalar property. Shared-engine extension; live acceptance pending. Original target alternatives: assessment-results.results[].observations[] or props[].,,,
PCT_CURRENT_AVERAGE_DEVICE_RISK_THRESHOLD,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar30:PCT_CURRENT_AVERAGE_DEVICE_RISK_THRESHOLD,source-one,,,,,,,,,126,Mapping/ASSESSMENT_RESULTS.md,45,143,Owner-approved 2026-09-11: one observation per source field with a named inline scalar property. Shared-engine extension; live acceptance pending. Original target alternatives: assessment-results.results[].observations[] or props[].,,,
BASELINE_HIGHEST_DEVICE_RISK_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar30:BASELINE_HIGHEST_DEVICE_RISK_SCORE,source-one,,,,,,,,,127,Mapping/ASSESSMENT_RESULTS.md,46,156,Owner-approved 2026-09-11: one observation per source field with a named inline scalar property. Shared-engine extension; live acceptance pending. Original target alternatives: assessment-results.results[].observations[] or props[].,,,
BASELINE_AVERAGE_DEVICE_RISK_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar30:BASELINE_AVERAGE_DEVICE_RISK_SCORE,source-one,,,,,,,,,128,Mapping/ASSESSMENT_RESULTS.md,47,157,Owner-approved 2026-09-11: one observation per source field with a named inline scalar property. Shared-engine extension; live acceptance pending. Original target alternatives: assessment-results.results[].observations[] or props[].,,,
BASELINE_CONTROL_RISK_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar30:BASELINE_CONTROL_RISK_SCORE,source-one,,,,,,,,,129,Mapping/ASSESSMENT_RESULTS.md,48,158,Owner-approved 2026-09-11: one observation per source field with a named inline scalar property. Shared-engine extension; live acceptance pending. Original target alternatives: assessment-results.results[].observations[] or props[].,,,
RISK_ASSESSMENT,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar30:RISK_ASSESSMENT,source-one,,,,,,,,,130,Mapping/ASSESSMENT_RESULTS.md,49,460,Owner-approved 2026-09-11: one observation per source field with a named inline scalar property. Shared-engine extension; live acceptance pending. Original target alternatives: assessment-results.results[].observations[] or props[].,,,
_CURRENT_AVERAGE_DEVICE_RISK_THRESHOLD,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar-alt:CURRENT_AVERAGE_DEVICE_RISK_THRESHOLD,source-one,,,,,,,,,131,Mapping/ASSESSMENT_RESULTS.md,50,571,"Owner-approved alternative resolved to one observation with one named inline property; exact Excel source name, original path and Notes retained. Original target alternatives: assessment-results.results[].observations[] or props[]. Source key corrected to match owner-confirmed curated JSON. Original source field: CURRENT_AVERAGE_DEVICE_RISK_THRESHOLD.",,,
_CURRENT_HIGHEST_DEVICE_RISK_THRESHOLD,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar-alt:CURRENT_HIGHEST_DEVICE_RISK_THRESHOLD,source-one,,,,,,,,,132,Mapping/ASSESSMENT_RESULTS.md,51,573,"Owner-approved alternative resolved to one observation with one named inline property; exact Excel source name, original path and Notes retained. Original target alternatives: assessment-results.results[].observations[] or props[]. Source key corrected to match owner-confirmed curated JSON. Original source field: CURRENT_HIGHEST_DEVICE_RISK_THRESHOLD.",,,
INITIAL_RISK_ASSESSMENT,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation or property.,APPROVED,scalar-score,assessment-results.results[].observations[],ar30:INITIAL_RISK_ASSESSMENT,source-one,,,,,,,,,133,Mapping/ASSESSMENT_RESULTS.md,52,599,Owner-approved 2026-09-11: one observation per source field with a named inline scalar property. Shared-engine extension; live acceptance pending. Original target alternatives: assessment-results.results[].observations[] or props[].,,,
RISK_ASSESSMENT_REPORT,Assessment Results,assessment-results.results[].props[],Extension Property - Attachment IDs,"Preserve the current Archer attachment-ID array as one canonical JSON-text result property. This retains all source IDs without inventing hrefs, URNs, resource UUIDs, or attachment resolution.",APPROVED,json-text,assessment-results.results[].props[],ar-prop:RISK_ASSESSMENT_REPORT:attachment-ids-json,source-one,,,,,,,,,134,Mapping/ASSESSMENT_RESULTS.md,53,604,"Approved 2026-09-25 from owner-provided live Source One profile: 316 populated ARRAY roots / 742 INTEGER items / zero text, object, nested-array, or other-number items. Preserve each source array as one stable JSON-text property value so the existing SOURCE_FIELD_NAME property identity remains update-safe. This is source preservation only, not OSCAL back-matter resource or href resolution.",FIELD,false,
WORKFLOW_CURRENT_NODE,Assessment Results,assessment-results.results[].props[],Extension Property,Workflow tracking field; map to props[] only if needed for audit trail.,APPROVED,direct,assessment-results.results[].props[],ar-prop:WORKFLOW_CURRENT_NODE,source-one,,,,,,,,,135,Mapping/ASSESSMENT_RESULTS.md,59,160,Owner-approved 2026-09-21 as Assessment Results workflow metadata. Current reviewed sample is null; nulls are omitted.,,,
WORKFLOW_PROCESS_VERSION,Assessment Results,assessment-results.results[].props[],Extension Property,Workflow tracking field; map to props[] only if needed for audit trail.,APPROVED,direct,assessment-results.results[].props[],ar-prop:WORKFLOW_PROCESS_VERSION,source-one,,,,,,,,,136,Mapping/ASSESSMENT_RESULTS.md,60,161,Owner-approved 2026-09-21 as Assessment Results workflow metadata. Current reviewed sample is null; nulls are omitted.,,,
WORKFLOW_JOB_STATUS,Assessment Results,assessment-results.results[].props[],Extension Property,Workflow tracking field; map to props[] only if needed for audit trail.,APPROVED,archer-select,assessment-results.results[].props[],ar-prop:WORKFLOW_JOB_STATUS,source-one,,,,,,,,,137,Mapping/ASSESSMENT_RESULTS.md,61,162,"Owner-approved correction 2026-09-21 after live review proved Archer FIELD_TYPE_ID 4 / SELECT_ID 2848 and 615 populated {OtherText,ValuesListIds} objects, each with one select value. Resolve through ARCHER_META_VALUE.",,,
WORKFLOW_STATUS,Assessment Results,assessment-results.results[].props[],Extension Property,Workflow tracking field; map to props[] only if needed for audit trail.,APPROVED,archer-select,assessment-results.results[].props[],ar-prop:WORKFLOW_STATUS,source-one,,,,,,,,,138,Mapping/ASSESSMENT_RESULTS.md,62,163,Owner-approved 2026-09-21. Reviewed Source One payload uses an Archer value-list container; resolve through ARCHER_META_VALUE and store the resolved label as a result-level property.,,,
DUE_DATE,Assessment Results,assessment-results.results[].props[],Extension Property,Confirm datatype and whether a native task/date field is more appropriate.,APPROVED,date,assessment-results.results[].props[],ar-prop:DUE_DATE,source-one,,,,,,,,,139,Mapping/ASSESSMENT_RESULTS.md,63,164,Owner-approved 2026-09-21 as Assessment Results workflow metadata. Current reviewed date is null; nulls are omitted.,,,
WORKFLOW_CURRENT_NODE_HRTN,Assessment Results,assessment-results.results[].props[],Extension Property,Workflow tracking field; map to props[] only if needed for audit trail.,APPROVED,direct,assessment-results.results[].props[],ar-prop:WORKFLOW_CURRENT_NODE_HRTN,source-one,,,,,,,,,140,Mapping/ASSESSMENT_RESULTS.md,64,506,Owner-approved 2026-09-21 as Assessment Results workflow metadata. Current reviewed sample is null; nulls are omitted.,,,
WORKFLOW_STATUS_CHANGED,Assessment Results,assessment-results.results[].props[],Extension Property,Workflow tracking field; map to props[] only if needed for audit trail.,APPROVED,date,assessment-results.results[].props[],ar-prop:WORKFLOW_STATUS_CHANGED,source-one,,,,,,,,,141,Mapping/ASSESSMENT_RESULTS.md,65,551,Owner-approved 2026-09-21. Reviewed Source One payload contains a calendar date; map as a named result-level property using the existing date transform.,,,
POAMS,POA&M,plan-of-action-and-milestones.poam-items[],Reference,Link to POA&M item UUIDs in the POA&M model.,APPROVED,direct,plan-of-action-and-milestones.poam-items[],poam:POAMS:references,source-one,,,,,,,,,142,Mapping/POAM.md,7,6,Source One reference graph only; package-scoped deterministic item UUIDs. No item-detail hydration or complete OSCAL document conformance is claimed.,,,
ADD_OVERLAY,Profile,Multiple — see notes,Extension Property,"The visible note describes conditional routing among profile imports, merge behavior, and modify/alters depending on the field's behavior and whether tailored control changes are present.",DEFERRED,,,,source-one,,,,,,,,,143,Mapping/PROFILE.md,7,10,Not in accepted executable scope; original Notes and any unresolved path retained.,,,
BASELINE_RECOMMENDATION,Profile,profile.imports[],Extension Property,Use as a profile import only after resolving it to an approved catalog/profile reference.,DEFERRED,,,,source-one,,,,,,,,,144,Mapping/PROFILE.md,8,33,Not in accepted executable scope; original Notes and any unresolved path retained.,,,
REQUEST_TO_BEGIN_ASSESSMENT,Security Assessment Plan,assessment-plan.tasks[].props[],Extension Property,Define whether this creates a task or a namespaced task property.,APPROVED,archer-select,assessment-plan.tasks[].props[],sap:REQUEST_TO_BEGIN_ASSESSMENT,source-one,,,,,,,,,145,Mapping/SECURITY_ASSESSMENT_PLAN.md,7,61,"Owner requested the three Assessment Plan mappings. One preassessment task per source record; lookup labels are preserved as named properties, comments as remarks. Explicit nulls are retained, missing keys omitted. Original workbook path: security-assessment-plan.tasks[]",,,preserve
APPROVAL_TO_BEGIN_ASSESSMENT,Security Assessment Plan,assessment-plan.tasks[].props[],Extension Property,Define whether this creates a task or a namespaced task property.,APPROVED,archer-select,assessment-plan.tasks[].props[],sap:APPROVAL_TO_BEGIN_ASSESSMENT,source-one,,,,,,,,,146,Mapping/SECURITY_ASSESSMENT_PLAN.md,8,62,"Owner requested the three Assessment Plan mappings. One preassessment task per source record; lookup labels are preserved as named properties, comments as remarks. Explicit nulls are retained, missing keys omitted. Original workbook path: security-assessment-plan.tasks[]",,,preserve
PREASSESSMENT_REVIEW_COMMENTS,Security Assessment Plan,assessment-plan.tasks[].remarks,Extension Property,Needs analysis.,APPROVED,text,assessment-plan.tasks[].remarks,sap:PREASSESSMENT_REVIEW_COMMENTS,source-one,,,,,,,,,147,Mapping/SECURITY_ASSESSMENT_PLAN.md,9,63,"Owner requested the three Assessment Plan mappings. One preassessment task per source record; lookup labels are preserved as named properties, comments as remarks. Explicit nulls are retained, missing keys omitted. Original workbook path: security-assessment-plan.tasks[].remarks",,,preserve
RECOMMENDED_SECURITY_CATEGORY,SSP,,,,BLOCKED_IF_POPULATED,reject-populated,system-security-plan.system-characteristics.security-impact-level,ssp:RECOMMENDED_SECURITY_CATEGORY:43,source-one,,,,,,,,,148,tests/fixtures/mapper_contract_pre_flat.json,,,Existing populated-value guard retained from accepted implementation; not a new approved mapping.,,,
AUTHORIZATION_PACKAGE_NAME,SSP - Metadata,system-security-plan.metadata.title,Existing support mapping,Previously accepted required value; relocated from structural settings without changing behavior.,APPROVED,text,system-security-plan.metadata.title,support:metadata-title,source-one,,,,,,,,,support:metadata-title,tests/fixtures/mapper_contract_pre_registry.json,,,"Existing support behavior, not an additional completed Excel row.",FIELD,true,
OSCAL_VERSION,SSP - Metadata,system-security-plan.metadata.oscal-version,Existing support mapping,Previously accepted required value; relocated from structural settings without changing behavior.,APPROVED,text,system-security-plan.metadata.oscal-version,support:oscal-version,source-one,,,,,,,,,support:oscal-version,tests/fixtures/mapper_contract_pre_registry.json,,,"Existing support behavior, not an additional completed Excel row.",CONFIG,true,
SSP_DOCUMENT_VERSION,SSP - Metadata,system-security-plan.metadata.version,Existing support mapping,Previously accepted required value; relocated from structural settings without changing behavior.,APPROVED,canonical-text,system-security-plan.metadata.version,support:document-version,source-one,,,,,,,,,support:document-version,tests/fixtures/mapper_contract_pre_registry.json,,,"Existing support behavior, not an additional completed Excel row.",CONFIG,true,
ASSESSMENT_TASK_TITLE,Security Assessment Plan,assessment-plan.tasks[].title,Structural support mapping,Names the shared preassessment task; no workflow status or timing is inferred.,APPROVED,text,assessment-plan.tasks[].title,support:sap-task-title,source-one,,,,,,,,,support:sap-task-title,docs/SAP_NEXT_RUN.md,,,Structural support for three source mappings; not an additional Excel field.,CONFIG,true,
ASSESSMENT_TASK_TYPE,Security Assessment Plan,assessment-plan.tasks[].type,Structural support mapping,Names the shared preassessment task; no workflow status or timing is inferred.,APPROVED,text,assessment-plan.tasks[].type,support:sap-task-type,source-one,,,,,,,,,support:sap-task-type,docs/SAP_NEXT_RUN.md,,,Structural support for three source mappings; not an additional Excel field.,CONFIG,true,
CONTROL_NUMBER,SSP - Control Implementation,system-security-plan.control-implementation.implemented-requirements[].control-id,Native Control Identifier,"Level-355 Allocated Controls control number mapped to implemented-requirement.control-id. Row identity is ALLOCATED_CONTROL_ID, not CONTROL_NUMBER.",APPROVED,text,system-security-plan.control-implementation.implemented-requirements[].control-id,ssp-control:CONTROL_NUMBER:control-id,source-one,,,,,,,allocated-controls,,support:level355-control-number,docs/checkpoints/2026-09-24-level355-direct-package-join-evidence.md,,,"Corrected 2026-09-24: registry REQUIRED_MEMBERS=control-id enforces child validity. VALUE_REQUIRED is false so a malformed Level-355 child with no control number can be skipped by the joined-record operator instead of aborting the entire SSP graph. 127,495/127,496 matched rows have a usable CONTROL_NUMBER; the one missing row has no validated fallback.",FIELD,false,
IMPLEMENTATION_DETAILS,SSP - Control Implementation,system-security-plan.control-implementation.implemented-requirements[].remarks,Native Remarks - Interim Narrative,Preserve source implementation text as requirement-level remarks until a verified implementing-component reference supports by-components[].description. This is not component-level implementation completion.,APPROVED,text,system-security-plan.control-implementation.implemented-requirements[].remarks,ssp-control:IMPLEMENTATION_DETAILS:description,source-one,,,,,,,allocated-controls,,support:level355-implementation-details,docs/checkpoints/2026-09-24-level355-narrative-remarks-correction.md,,,"Corrected 2026-09-24 against OSCAL 1.2.3: implemented-requirement has remarks but no direct description member. Both target paths now use remarks; source field, text transform, lookup, optional-value policy and stable rule identifier are retained. The historical rule-id suffix description is provenance, not the current destination. No component UUID, status or ownership is inferred. OVERALL_IMPLEMENTATION_DETAILS remains separate. Supersedes the earlier direct-description approval.",FIELD,false,
